title,rate,comment,label
잠,10,와. 진짜 재밌어요. 안보면 후회할뻔,1
잠,10,영화 진짜 잘 만들었네요. 👍👍 인정 !!,1
잠,10,기생충에 이은 또하나의 대작이 탄생했다 온몸에 전율이 일어난다 꼭보시길,1
잠,1,올해 최악의영화!,0
잠,1,"영화니깐 말이  안되는 부분은 이해한다만, 컨셉이 뭐냐?공포 영화도 아니고 스릴러도 아니고 몽유병과 미신 이야기를 이선균을 쓰다니…이딴 3류에 출연한 이선균은 왜 그랬을까?",0
잠,1,오늘 보고옴. 이건 아니지. ㅜ.ㅜ,0
잠,10,솔직히 1점 주시는 분들 테러 하시는거 잖아요.  굉장히 좋은 영화 입니다.  추천 드립니다.,1
잠,3,취향의 문제도 있겠지만확실한 결말이 없는 이런유형의 영화를 싫어한다의혹이 생겨나는  장면장면의 실타래가 결국 확신으로 확장되는 결말의 그순간그래서 어떻게되었는지가 없이 엔딩크레딧이 올라간다뭐임?뭘말하고싶은건가?극초반 좀더 디테일한 서사를 깔아두어 몰입감을 관객에게 더 부여하던지결말에 영화가 달려온 두가지 의심의 폭에서의 결정을 관객에게 맏길꺼면치우치지않는 팽팽한 합리적 의심의 긴장감에 균형을 놓치지말던지 했어야했다,0
잠,4,상영관에 10명 있더만....뭐지? 하는 느낌만......,0
잠,9,"전체적으로 1,2,3장으로 나누고 극에 변화를 준 것은 칭찬할만하다. 하지만 마지막 할아버지가 정체를 드러낼 때에 뭔가 좀 더 효과나 연출을 넣어 정체의 반전을 강조해야 했다. 감독에 의도는 알겠는데 현장에서 엔딩 장면을 보는 관객들은 한마음으로 이 ♪♪같는 엔딩은 뭐지라는 웃음과 탄식을 지었다.(실제로 현장에서 웃음소리와 탄식이 동시에 들림) 전체적으로 다 좋았는데 엔딩이 진짜 너무 아쉬웠다.(평점이 너무 낮아서 9+1=10점)",1
잠,1,곡성하고 비슷한 뉘앙스의 영화네.,0
잠,7,공포에 질린 인간은 미신에 취약해진다. 몽유병 증상의 원인에 대한 두 가지 설명들 간의 경쟁. 2011학년도 LEET 추리논증 14번 문제 참조.,2
잠,1,이걸 영화라고 할리우드보다 못한 영화 노잼,0
잠,10,"이선균이 직업이 배우라는 것, 정유미가 영화 내에서 인정할만큼 연기를 잘한다는걸 간과하면 안될듯",1
잠,8,이걸 빙의/퇴마영화로 보는 사람들의 이해력이 공포스러움,1
잠,5,열린 결말?? 웃기고 있네...무능한것들이 마무리 할 능력이 안될때 하는 핑계!!!,2
잠,6,소재가 부실하다보니 영화 내내 별 다른 내용이 없다고 느껴졌고 결말까지 부실한 느낌,2
잠,8,"한밤중 몽유병 증상이  아랫층 죽은 할아버지  귀신이 씌여서  그런것이란다.   귀신 떼어내려고 보살,  굿, 부적  나오고  나름 재밌게  관람하였다.",1
잠,10,꼭보세요  나만 당할수없다,1
잠,10,이게 왜 100만밖에 안됨?,1
잠,6,아이구. 두통,2
잠,10,신선 그 잡채. 이런 한국영화가 많이 나와야 영화계가 산다(근데 티켓값은 좀 내리자),1
잠,9,메가박스에서 보고 왔는데 기대 이상으로 볼만 하던데.,1
잠,8,"헛된 믿음이 만든 병절실한 믿음이 만든 치유믿을 건 귀신이 아니라, 사람이니라.",1
잠,2,안 본 눈 사요..,0
잠,10,오랜만에 쫄깃한 영화봤어요 정유미 이선균 연기도 좋았고 연출 스토리 음악 다 좋았어요,1
잠,8,과학과 미신 사이를 오가는 스릴러 영화. 후반부가 아쉽긴 하지만 중반까지 몰입감이 엄청나다.,1
잠,4,머 그냥 지루함,0
잠,10,난 재밌던데....,1
잠,7,정유미 연기 좋았다 예상못한 스토리전개에 지루하지 않았음 심리적이 긴장감도 좋았고 신선했다,2
잠,10,스토리가 촘촘하지 않지만..   기대치없이 보면  재밌어요배우들 연기만 보면  추천합니다,1
잠,5,제 2장까진 그래도 쏘쏘 3장부터 좀 산으로 가는듯한 느낌.. ppt 장면에서 웃었다..,2
잠,8,오랜만에 잼있게 봤다. 몰입감도 좋고 런닝타임도 좋았다. 결말은 각자의 몫인거 같았다.나름신선한 영화다.,1
잠,10,감동 그 자체입니다…,1
잠,1,방금 봤는데 최악이더라!귀싱은 뭐하노.. 이런 영화 안 ...ㅋ,0
잠,7,몽유병이 이토록 무서운 이유,2
잠,1,강아지 두마리 죽이고 아랫층 아줌마 전동 드라이버로 관자놀이 뚫고 마지막에 이선균이 손 흔들면서 나 간다 카고 정유미 잠들고 끝나는 영화임ㅋㅋㅋ,0
잠,1,분명히 경고한다 영화는 짧고징그럽고기괴하다,0
잠,5,극장에서 보기엔 돈이 아깝네요주연들 연기는 나쁘지 않는데 내용 전개가 한 3% 부족해요집에서 넷플로 킬링타임용 입니다,2
잠,4,영화 평점이 극과극이네뭔가 의심스러운데?,0
잠,5,뒤로 갈수록 내용이 삼천포로 간다.,2
잠,10,.,1
잠,10,별기대 없이 봤는데  좋았어요!!,1
잠,1,너무 재미없어요.,0
잠,10,"연기,  스토리  모두  굿",1
잠,10,아오 쫄깃;; 조용히 무서웠네요. 몰입되고.,1
잠,4,"연출이 수준이하이다 마지막에 여 주인공 ppt 발표는 꼭 빨간색 배경으로 했어야 했나?정육점인가? 사창가인가? 그리고 집안에 부적 도배는 왜 한것인가?귀신을 막지도 잡지도 쫒아내지도 못했는데 ,,, 부적값이 아깝고  소품준비한 스텝들이 불쌍하다 이선균배우도 마지막에 노인의 신체를 연기하려 했다면처음부터 일관성있게 몽유병 상태에서 노인의 제스쳐가 나왔어야 했다만약 귀신 들린것이 아니라 연기로 아내를 안심시키려 한 것이었다면 납치된 인질 아줌마도 안심 시켜 줬어야 했다",0
잠,2,이선균 이런 영화 왜 출연한거야!!!!!실망이다.별 1개도 안주고싶은 영화,0
잠,1,오 시작한다 기대기대오 뭐가 나오려나봐오  드디어 뭐가 나오나?오  끝을달려간다오.. 오??,0
잠,8,배우님들 연기는 훌륭하십니다.  이선균님 정유미님  때문에  몰입해서 봤습니다. 스토리나 구성이 좀 아쉽네요. 그래도 배우님들 열연에 박수를 보내요~,1
잠,6,연기력에 기대 부실한 내용을 이어 붙였다. 서프라이즈로 한편 나오면 끝일 소재를 길게 늘였다.,2
잠,1,잠이 잘와요,0
잠,1,참다 참다 도저히 안되서 자버렸네..그래서 내용이 기억없음ㅡㅡ,0
잠,2,비디오로도 보지 않을 작품이다이런작품에 출여ㆍ하는 배우들을 다시 생각하게한다,0
잠,6,초반부부터 몰입감있게 잘보다가 중간부부터 기대에 못미치는 스토리에  결말마저 힘이빠지며 아리송하게 끝나는 기대가 너무 컸나,2
잠,1,실망 그자체입니다~ 너무 돈 아까워요ㅠ,0
잠,10,왜 이리 평점이 낮죠?영화 정말 재미있게 봤고 몰입감도 좋았어요.처음에는 선한 이선균의 이미지가 공포 영화랑 안어울릴 줄 알았는데 대박.. 그래서 더 무서움..저는 안보신 분들에게 적극 추천하고 싶은 영화입니다!,1
잠,10,"오랫만에 독특한 국산 스릴러 영화,,, 참 재밋게 봤습니다.극장에서 봐야할듯 싶네요 ㅎㅎ",1
잠,1,봉들갑. 평점조절,0
잠,3,이영화 비추다스토리가 허술하고 구성이 너무나도 결여 됐다전문가들의 호평에도 불구 아주 가차없이 비추 철퇴를 내릴수 밖에 없다제작규모도 예상보다도 더 작고 저렴해 보였고 절대로 추천할 수가 없다,0
잠,10,"이 영화를 공포물로, 단순한 스릴러로만 이해한 사람은 아직 영화를 다 이해 못한거임..나와 항상 같이 잠을 자는 사람은 나를 어떤 존재로 대하는가,나는 그사람에게 어떠한 존재인가. 같이 매일 잠을 자는 사람의 마음을 읽을 수 있냐,힘을 준 존재가 무너져도 나는 그 사람을 버리지 않고 그 사람이 그랬던 거 처럼, 손을 내밀수 있나. 마지막에 모든 주제나 메세지가 담겼다고 본다. 사랑은 스릴러 같은 현실도 유머로, 훗날 코웃음 칠 수 있는 추억거리로 만드는 힘이 있다",1
잠,10,리얼리즘이네...진짜대박인영화,1
잠,1,살다 살다 이런 영화 첨 본다 ㅍㅎㅎㅎㅎ,0
잠,8,그냥 볼만해요,1
잠,10,"직접 보고 왔습니다~ 내용이 간결하고 군더더기 없는 시간이었고 ,정유미 팬이지만 이번 영화에서 너무 이뻐서 다시 감탄~",1
잠,10,어 난 재미있었는데.. 처음에 개봉하고 평점이 너무 안좋고 써 있는 글도 안좋은 말 뿐이라 기대없이 보기도 했다. 근데 몽유병을 소재로 한 것도 미신에 맹신하는 소재도 난 다 좋았다. 실제로 있을 법한 이야기 같아서 귀신보다 이런 게 더 무섭다고 느꼈다. 그리고 난 마지막 결말은 남편이 연기자니까 연기해서 아내 안심시키면서 이 모든 일들을 마무리 지은 것이라고 해석했는데.. 평 안좋게 쓴 사람들은 진짜 할배귀신이 들어갔다가 빠져나간 거라고 생각해서 쓴 건 아닌지..... 아무튼 영화 신선한 소재와 공포 좋았다. 진짜 내 남편이 저런 몽유병이면 너무 무서울 것 같다고 생각하면서 봄 ㄷㄷㄷ,1
잠,10,몽유병을 소재로한 줄거리가 참신하네요.,1
잠,10,"여기 댓글 수준 왜이럼..8점은 되는 쪽인데, 테러때매 10 줌",1
잠,10,정말 무섭다,1
잠,1,잠같은 소리하네이것도 영화라고,0
잠,8,볼만하다연기짱,1
잠,7,기승전헐~~~~~~,2
잠,9,"간만에 무척이나 매력적인 한국 스릴러물이 나왔다. 몽유병과 귀신들림의 공통 된 부분을 캐치해서 흥미롭게 구성했고, 두 배우의 캐미도 좋다! 오직 한국의 정서에서만 가능한 서늘한 공포. 이런 영화 만들라고 충무로가 있는거다!",1
잠,7,잠도 이대로 잠들겠네.,2
잠,1,"솔직히 초반~중반까지는 무섭고 재미있었음. 근데 후반부에 갑자기 이상하게 흘러가더니, 영화가 이게 맞나?싶을 정도로 결말이 이상함... 박스오피스 1위길래 괜찮을것같아 봤는데 최악이다. 무속인들이 좋아할 영화.",0
잠,10,그럭저럭,1
잠,4,"잠이란 소재와 그로인해 파생되는 네러티브가 좋다.잠은 인간의 의식이 매일 완전히 전환되는 경계이기 때문. 여주연이 광기를 더 머금었으면 하는 아쉬움이 남고,판타스틱 영화제를 거론하는 영화는 대개 인디규모, 크기보다 발상의 재미. 중간에 ""인시디어스""도 잠간 건들고서 막장을 끝내러 꾸역꾸역 간다",0
잠,10,난 재밌던데? 긴장감 있고.....,1
잠,8,"공포, 재미..  있습니다.. 기독교인들은 분심 생길듯 ㅋㅋ 결말이 좀 심심하네요~~",1
잠,10,지금 보고왔는데  또 보고싶어지는 영화!  배우들의 연기 완전 최고! 영화보는내내 몰입감 최고!,1
잠,1,인생 최악의 영화입니다처음 댓글 남깁니다.사년만에 처음 기분전환으로오전 가능한 영화로 선택했는데하루를 망친 기분이네요.발암캐릭터 발암전개 무논리 깜짝놀라게하는저급연출.. 하 완전 인생 영화네요.,0
잠,10,오랜만에 집중되는 영화였습니다   배우분들 연기가 굿,1
잠,10,초반에 친구와 손잡고 깜짝깜짝 놀라는 장면에 호들갑을 몇번이나 떨었는지....한시간 반이라는 시간이 모자를 정도로 시간이 금세 지나가버림.오랜만에 영화다운 영화를 보고 온 느낌이랄까~~유재선 감독이 이선균배우와 정유미 배우를 캐스팅한 이유가 다있었네요.오래도록 여운이 남을것 같아요,1
잠,10,눈을 깜박일수 없는 긴장감몰입도 최고의 영화,1
잠,10,과연 나는 누굴 믿을것이냐 고민을 던져주는 영화!!,1
잠,9,실제로 있을 법한 이야기라 너무 무섭네요 . 귀신이.. 칼 이런게 안나와도 무서 울수 았는 영화이선균 정유미 배우의 연기력도 너무  좋았고 연출력도 넘  좋았어요 . 꼭 보세요,1
잠,10,이건 꼭 봐야합니다!!보고 왔는데 해석의 여지가 많아서몇번이고 보고 샆네여 ㅎㅎ,1
잠,10,무서운 거 못보는 사람인데 직접적인 묘사 없이 긴장감을 줄 수 있어서 재밌게 봤어요.,1
잠,5,둘이 극장가서 콜팝 사먹으면 5만원인데 이영화가 5만원 내고 볼 가치가 있을까?,2
잠,1,"다음 댓글보면 진짜 유인원보다 못한 냄새사는 사람들 엄청 많네봉준호가 극찬했는데 뭔 일본이니 김건희니ㅋㅋㅋ이런것들은 그냥 평생 웅남이,조국입니다만 같은 영화나 우끼끼 거리며 보는게 나을듯이러니깐 이재명이 윤석열에게 깨지는것처럼 네이버에게도 깨지지",0
잠,1,"하..속았다,반전에반전이란 글만 믿고 주연배우보고 봤는데..그냥 최악이였어요.제작비는  배우들 출연료만 나갔을듯. 주연배우들 연기는 안타까울 정도로 좋았어요.연출이 개떡같아그렇지..하..다시 생각해도 짜증지대로네요.. 그런영화 나도 만들겠어요!!!!!",0
잠,4,불신지옥 ... 정도,0
잠,6,재미있다.,2
잠,10,이상한 정치병 환자들이 평점란 망치는거 보기 흉하다. 전개는 어느정도 예상이 되는 선이였지만 영화로 전달할 수 있는 기법이나 공포라는 장르의 특성을 잘 살린 영화라고 생각함,1
잠,8,괜찮은 영화에요계속 생각해보게하기도 하고요정유미 눈이 완전 돌았어요도른자 연기 잘하네요,1
잠,6,아..정유미의 연기가 아까운 영화,2
잠,8,잠만자 지구를 지켜라편여기 댓글들 진짜 심각하다아무리 정치상황이 뭣같아도 영화게시판에서...잼민이들도 한트럭하긴 얘들은 더런 애프로프스키도 신명나게 까는 애들인데 때려부시는 영화나 좋아하는 애들이라 역하다,1
잠,9,"저 예산으로 짜임새 있는 영화 잘 봤습니다굥은 블랙리스트., 문화예술인들 탄압하지말고K컬쳐 방해하지마라!!",1
잠,8,"영화만 보면 제작비 안들어 간 독립영화같지만, 나름 시간 잘 가고 지루할 틈 없이 재미있었어요. 아래 별점 테러수준은 아니라고 봅니다. 그런데 별점 테러까지는 좋지만 스포는 좀... 영화 좋아하는 사람으로서 참 메너가 꽝이네요.,",1
잠,10,"흥미로운 소재였고, 좋아하는 배우들이 나오고,계속되는 긴장감에 몰입되어 시간가는 줄 모르고재미있게 보았습니다.일상과 관계가 공포가 되어가는 색다른 느낌의 영화네요.",1
잠,8,이정도면 간만의 스릴러 수작. 민폐캐도 없고 깔끔,1
잠,1,이선균배우가 아깝다,0
잠,7,우리니라 공포영화 평균이상,2
잠,10,여기 1점 테러 왜케 많음?,1
잠,10,몰입감 최고~!! 보는 내내 긴장해서 힘들었지만 너무 재미있게 봤어요!잘 만든 영화!!,1
잠,10,몰입감최고 연기도 최고,1
잠,1,요즘 한국영화가 산으로 가는건 알겠는데..이건 좀  심한거 아닌가? 심야괴담회에 나와도이것보단 낫겠다   청소년 졸업작품에도이러면 욕먹을듯어떤 누구에게도 추천하고 싶지 않음,0
잠,7,남편과 아내 사이에서 누가 안타고니스트인가 갈등하다 결론이 안나고 두 가지 해석의 가능성을 열어둔 영화. 저예산인것 같은데 그래도 재미있게 봤어요.,2
잠,8,갠적으로  마무리가 넘우 아쉽   무조건  봐라!!!!,1
잠,1,"와..이런 시나리오를 가지고  영화만들 생각을 하다니..이건 배우의 문제가 아니고, 감독의 문제라고 해야 하나요?최악의 영화이고요,  1위인거에 속아서  영화본게  억울합니다!",0
잠,8,재미있게 보다가 끝날때 조금 싱겁다 해야하나? 재미있습니다,1
잠,10,이상하네저는 매우 재밌게 봤는데 별점들이 왜 이렇죠???몰입도 장난 아닙니다정유미 배우의 재발견이요!!!,1
잠,5,"층간소음과 몽유병이라는 독특한 관계를 소재로 과학(의학)적 해석과 미신적 해석을 기반으로 각각 남편의 연기적 해결과 무당의 주술적 해결 가능성을 모두 보여주며 그에 대한 해석의 선택권을 관객들에게 온전히 맡기는 내용. 주연들의 연기력과 사운드 등의 기술력, 임펙트 있는 연출력도 괜찮았고, 그래서 몰입감과 집중력에도 탁월했던 영화. 그러나 중반부 이후 더 이상의 확장이 이루어지지 않고 한참 공전하더니... 뭔가 더 나올 것 같은 대목에서, 설마 여기서 그치진 않겠지 싶은 단계에서 아주 냉정하게 관객들의 희망을 꺽는다. 용두사미형 저예산 영화로서 코스요리를 기대했는데 정작 메인요리가 빠진 듯한 느낌을 지울 수 없다. 잘 만들다 급하게 봉합한 듯한 마무리가 못내 아쉽다.",2
잠,7,잠이 사람에게 끼치는 영향이래서 잘자는게 중요함,2
잠,7,"영리하게 만든 감독에게 찬사1, 2장 까지 빌드업이 느슨한 느낌이 있지만 마지막 씬은 곡성을 뺨치는 누가 진실인지 무엇이 진실인지 궁금해  긴장감이 좋았다정유미 배우 이미지 캐스팅과 연기도 빛을 내었다",2
잠,10,혹평하는 사람들때문에   평점 조절위해  10점 줍니다.  취항때문이라면 이해하겠는데   영화를 잘못 이해하고 1점 주는데 어이가 없네요.  이선균의 극중 직업을  생각하고  결말을 생각해보면  정유미를 위한  사랑때문이라는 것을 알 수 있을 거예요. 몰입도 좋고  집중력있게 잘  만든 생활 심리 호러(?)영화입니다. 아주 무서운 진짜  공포 영화 원하시면 비추!  생활속에서 느낄 수 있는 쫀쫀한  공포를  원하신다면 추!,1
잠,5,봉준호 감독이 유니크한 공포라고 해서 기대하고 봤는데 정말 밍밍하다. 공포영화가 아닌데 왜 공포라고 했을까. 분명한건 호불호 많이 갈릴 영화임,2
잠,1,무섭지도 않고 아무이유 없이 그냥 끝난영화.결말이 그냥 나간다 하고 끝.뭐야이거!,0
잠,6,봉준호 정유미 이선균땜에 본건데 기대에 못미쳤다,2
잠,6,뻔한 스토리지만 연출과 연기는 좋았다끝나기 10분 전까지는....,2
잠,8,..,1
잠,8,전반부는 이선균이 무섭고후반부는 정유미가 무섭고결말은 해석의 여지가 있음. 진실은 무엇일까...,1
잠,6,심야괴담회는 실화라도 되지아 정말 몽유병이나 정유미정신병으로 극한으로 몰아갔으면나았겠어요갑자가 무당? 빙의? 쉬운 전개 쉬운 결말은관객을 등지는 행위입니다시나리오 더 갈고 닦으시길,2
잠,9,똑 같은 현상을 두고 서로 엇갈린 해석이 등장하는데 두 가지 해석 모두 말이 된다.당신은 어떤 해석을 선택할 것인가 관객에게 묻는 영화,1
잠,10,"현대사회 의술과  샤머니즘 공존하면서 샤머니즘의  문제점을 간접적으로 표현 되었고,  특히 복선에서 깔려 있는 남편의 배우라는 점에서 끝에 여러 관람객이  가지각색의 생각을 가지게 한다평점 중에 저 점수를 준분들은 몇 번 더 보세요이선균이 어떤 선택을 할 수밖에 없었는지봉준호 감독이 칭송 까지 아낀 이유를 알것 같네요",1
잠,9,재미있고 복선이 있어 자꾸 되새김 된다결국 남주가 단역배우라는점 이 복선이 되어 일생 일대의 연기로 여주를 안심시키는 거 아닐까?단순한 귀신쫓는 내용은 아닌 듯,1
잠,9,정배우님.. 안무섭다매요,1
잠,10,정유미 다중이안티가 1점 도배하며 평점주작중 와챠 키노에서도 다중이로 평점 주작 트윗커뮤마다 매일 수십다중이로 잠 악평 불매글 도배 연애의 발견 네캐 영상마다 정유미 미스캐스팅이라고 도배하고 추천수 주작해서 베댓에 올리고 몇년전 여시에서 정유미영화 극장에서 보지말라고 불매질하다가 다중이인거 걸리고 쌍코에서도 다중이까질하다 걸려서 강퇴당함++++++ 정유미다중이안티가 커뮤마다 어떻게  잠 역바이럴하는지 밑에 주소글이랑 댓글 꼭 읽어보세요 진심 심각함++++++https://m.dcinside.com/board/commercial_movie/767005https://m.dcinside.com/board/commercial_movie/766863,1
잠,10,정유미가 82년생 김지영 나왔다고 보지도 않고 별점태러 하는 사람들은 여가부 없앤다고 쇼하는 보수들의 놀이터 네이버로 가라 영화는 충분히 볼만했음,1
잠,8,처음엔 궁금증 유발하면서 재미 있었는데 시나리오가 영 ~~이상합니다 배우들 연기가 훌륭해서 8점 줍니다,1
잠,7,단순하면서도 꽉 잡는 긴장감.,2
잠,4,기대치낮음ᆢ이선균 데려다가 므하는건지 ㅠ반전도읍고ᆢ잠이 올랑말랑ᆢ아ᆢ돈아깝다,0
잠,10,잔인하지 않으면서 일상에 일어날수 있는 일로 긴장하게 만들고  몰입하게 되는 영화.정유미연기는 진짜 👍 목소리 좋은넘이 미친짓하면얼마나 무섭다는걸 제대로 보여준이선균 배우도 👍 시나리오 연출 진짜 짱임공포스러울까봐 안볼려고했는데안봤으면 후회할뻔많은 관객이 부스럭소리도 안낼정도올해 본 한국영화 중 최고,1
잠,5,뭐지?.....요즘 우리나라 영화가 좀 이상하다.뭘 이야기하고 무얼 표현하는건지...앞으로 나올 영화도 이럴까?ㅜㅜ난 단순하여 이런 고매한영화는이해가 잘 되지않는다.,2
잠,7,보다보니 '유전'서 느꼈음직한 bgm 때문일까 왠지 '유전'과  살짝 결이 비슷하게 느꼈다.여하간 이런 류의 영화가 한국서도 뿌리를 내리고 무럭무럭 뻗어나갔으면 좋겠다싶다.또한 확실한 결말보다 어딘가 혼란스런 결말도 맘에 쏙 들었다.,2
잠,10,올해 최고의 영화 '잠'불쾌한 장면과 심장을 쫄깃하는 미친 몰입도와미친연기 호불호는 당연하지만 영화의 미장센과 연출을깔수 있을까?올해 최고라는 말은 보는순간 느끼게될것,1
잠,2,별하나 주기도 아깝음악으로 복선만 깔고 감독이  어디서  본거 들은건 있어가지고 ㅉㅉ 청소년이 만든 영화같음복선만 깔면 다냐고요,0
잠,10,올해 본 한국 영화 최고작이선균의 토스같은 연기와정유미의 스파이크 같은 연기신인 감독 유재선의 뛰어난 연출력,1
잠,10,갸날픈 줄리 모습에 할말을 잊었던것같아 이젠 언제까지나 숨죽여 널 지키고 바라보려해 내가여기 서있는이유 하루에 한순간조차 줄리존재를 잊지못해 반쪽이 되어버렸지 남겨진채 부서지는 굥마음 모두잠든후에 휘어버릴거야 아무도 모르게 양평으로 모두잠든후에 기억하는건 많아도 내 희룡이가 알아서 할거야,1
잠,10,심리 공포물재밌게 봤어요.,1
잠,10,정유미 계산 확실하네,1
잠,1,잠!진짜 보다가 잠....!내용 모지?마지막!!!진짜 모야?!저게 끝?????!환불 하고 싶더라....!올해 본 영화 중 최악!,0
잠,8,기대이상 괜찮네요.. 워낙 기대없이 가서 그런가 ㅎㅎ  갈수록 조여오는 긴장감이..ㅎㅎ연출이 좋았습니다.. 해석의 혼란을 기대했으나.. 그냥 쉽게 이해되는 결말..ㅎㅎ연기 아닌 연기를 하는 어려운 컨셉을 이선균 표정 연기로 잘 처리한거 같네요저예산 영화지만 나름 추천 할 만 합니다..,1
잠,8,맹신으로 변해버린 불신의 상황을 끝내는 단 하나의 방법은 보고 싶은 것을 보여주는 길밖에 없었다. (과연 둘이 함께 극복했을까?),1
잠,4,이 평점으로  1위 ????뭔가 냄새  나네ㅉㅉ,0
잠,10,안 봐도 10점 봐도 10점 무지성 댓글 받아라,1
잠,10,올해 본 영화중  최고 정유미   때문에  별점테러,1
